Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
MHW126-RG	75507730	0	1276653	0	0	0	0	0	75507730	0	100.0	nan	74231077	0	37209842	0	37021235	0	70338898	0	94.76	nan	73573016	0	658061	0	0.89	nan	2915564	0	1363122	0	75507730
MHW127-RG	86722373	0	1542394	0	0	0	0	0	86722373	0	100.0	nan	85179979	0	42696244	0	42483735	0	80086690	0	94.02	nan	84279302	0	900677	0	1.06	nan	3821880	0	1977564	0	86722373
MHW128-RG	97583654	0	1292387	0	0	0	0	0	97583654	0	100.0	nan	96291267	0	48258141	0	48033126	0	91911868	0	95.45	nan	95286110	0	1005157	0	1.04	nan	2986834	0	1512354	0	97583654
MHW129-RG	116031904	0	1485565	0	0	0	0	0	116031904	0	100.0	nan	114546339	0	57420388	0	57125951	0	109300046	0	95.42	nan	113272106	0	1274233	0	1.11	nan	3546070	0	1782721	0	116031904
MHW130-RG	93304637	0	1646897	0	0	0	0	0	93304637	0	100.0	nan	91657740	0	45944911	0	45712829	0	86404388	0	94.27	nan	90799712	0	858028	0	0.94	nan	3908538	0	1945194	0	93304637
MHW131-RG	109783368	0	1853607	0	0	0	0	0	109783368	0	100.0	nan	107929761	0	54103506	0	53826255	0	102111820	0	94.61	nan	106886384	0	1043377	0	0.97	nan	4338126	0	2156525	0	109783368
MHW132-RG	89660320	0	1449305	0	0	0	0	0	89660320	0	100.0	nan	88211015	0	44209969	0	44001046	0	83694190	0	94.88	nan	87352244	0	858771	0	0.97	nan	3302772	0	1646392	0	89660320
MHW133-RG	98408182	0	1438703	0	0	0	0	0	98408182	0	100.0	nan	96969479	0	48600652	0	48368827	0	92146692	0	95.03	nan	95929728	0	1039751	0	1.07	nan	3417552	0	1709398	0	98408182
MHW134-RG	80282600	0	1003551	0	0	0	0	0	80282600	0	100.0	nan	79279049	0	39726600	0	39552449	0	75906838	0	95.75	nan	78567050	0	711999	0	0.9	nan	2045564	0	984829	0	80282600
MHW135-RG	94396480	0	1558771	0	0	0	0	0	94396480	0	100.0	nan	92837709	0	46534166	0	46303543	0	87619082	0	94.38	nan	91788334	0	1049375	0	1.13	nan	3797702	0	1934730	0	94396480
MHW136-RG	92445103	0	1413356	0	0	0	0	0	92445103	0	100.0	nan	91031747	0	45755661	0	45276086	0	84660612	0	93.0	nan	89342034	0	1689713	0	1.86	nan	4208988	0	2340977	0	92445103
MHW137-RG	98057966	0	1668764	0	0	0	0	0	98057966	0	100.0	nan	96389202	0	48412269	0	47976933	0	88460212	0	91.77	nan	94559376	0	1829826	0	1.9	nan	5565286	0	3444808	0	98057966
MHW138-RG	109789181	0	1793060	0	0	0	0	0	109789181	0	100.0	nan	107996121	0	54281225	0	53714896	0	99256882	0	91.91	nan	105950098	0	2046023	0	1.89	nan	6123078	0	3777233	0	109789181
MHW139-RG	101992270	0	2931525	0	0	0	0	0	101992270	0	100.0	nan	99060745	0	49877553	0	49183192	0	86268646	0	87.09	nan	96798104	0	2262641	0	2.28	nan	9810978	0	6708500	0	101992270
MHW140-RG	88880595	0	2599308	0	0	0	0	0	88880595	0	100.0	nan	86281287	0	43399821	0	42881466	0	71230386	0	82.56	nan	84020822	0	2260465	0	2.62	nan	11974232	0	8617888	0	88880595
MHW141-RG	89974496	0	1607844	0	0	0	0	0	89974496	0	100.0	nan	88366652	0	44430238	0	43936414	0	80005730	0	90.54	nan	86470536	0	1896116	0	2.15	nan	5943260	0	3791020	0	89974496
MHW142-RG	92100713	0	2120883	0	0	0	0	0	92100713	0	100.0	nan	89979830	0	45255605	0	44724225	0	78663768	0	87.42	nan	87944250	0	2035580	0	2.26	nan	8630072	0	5940049	0	92100713
MHW143-RG	101150394	0	2197476	0	0	0	0	0	101150394	0	100.0	nan	98952918	0	49747270	0	49205648	0	89289488	0	90.23	nan	97010824	0	1942094	0	1.96	nan	7130214	0	4689458	0	101150394
MHW144-RG	85984157	0	1709397	0	0	0	0	0	85984157	0	100.0	nan	84274760	0	42370401	0	41904359	0	75842316	0	89.99	nan	82562554	0	1712206	0	2.03	nan	6210924	0	4090039	0	85984157
MHW145-RG	96619245	0	3599583	0	0	0	0	0	96619245	0	100.0	nan	93019662	0	46776751	0	46242911	0	74325908	0	79.9	nan	90447840	0	2571822	0	2.76	nan	15155362	0	11025907	0	96619245
MHW146-RG	88640666	0	2068375	0	0	0	0	0	88640666	0	100.0	nan	86572291	0	43507842	0	43064449	0	78603578	0	90.8	nan	84921402	0	1650889	0	1.91	nan	5813080	0	3669427	0	88640666
MHW147-RG	93504876	0	5522770	0	0	0	0	0	93504876	0	100.0	nan	87982106	0	44273500	0	43708606	0	69368962	0	78.84	nan	85654430	0	2327676	0	2.65	nan	15326992	0	11196011	0	93504876
MHW148-RG	104629269	0	5775245	0	0	0	0	0	104629269	0	100.0	nan	98854024	0	49681212	0	49172812	0	78866884	0	79.78	nan	96428164	0	2425860	0	2.45	nan	16524542	0	11943405	0	104629269
MHW149-RG	108683779	0	5644353	0	0	0	0	0	108683779	0	100.0	nan	103039426	0	51788395	0	51251031	0	87127008	0	84.56	nan	100686166	0	2353260	0	2.28	nan	12027732	0	6312733	0	108683779
MHW150-RG	103203131	0	3018602	0	0	0	0	0	103203131	0	100.0	nan	100184529	0	50315850	0	49868679	0	89535034	0	89.37	nan	98320548	0	1863981	0	1.86	nan	8147252	0	5405163	0	103203131
MHW151-RG	110577810	0	3553386	0	0	0	0	0	110577810	0	100.0	nan	107024424	0	53791652	0	53232772	0	92741914	0	86.65	nan	104761702	0	2262722	0	2.11	nan	11211122	0	7819372	0	110577810
MHW152-RG	98336936	0	2151710	0	0	0	0	0	98336936	0	100.0	nan	96185226	0	48313489	0	47871737	0	88034110	0	91.53	nan	94512434	0	1672792	0	1.74	nan	5972628	0	3792234	0	98336936
MHW153-RG	103554514	0	3260162	0	0	0	0	0	103554514	0	100.0	nan	100294352	0	50347867	0	49946485	0	88848380	0	88.59	nan	98296690	0	1997662	0	1.99	nan	8776916	0	5966335	0	103554514
MHW154-RG	91575734	0	1875923	0	0	0	0	0	91575734	0	100.0	nan	89699811	0	45049154	0	44650657	0	82699932	0	92.2	nan	88076414	0	1623397	0	1.81	nan	4909748	0	2996102	0	91575734
MHW155-RG	109717588	0	8175294	0	0	0	0	0	109717588	0	100.0	nan	101542294	0	51109162	0	50433132	0	76994038	0	75.82	nan	98700212	0	2842082	0	2.8	nan	20431344	0	14885478	0	109717588
MHW156-RG	82530739	0	901457	0	0	0	0	0	82530739	0	100.0	nan	81629282	0	40948752	0	40680530	0	77721780	0	95.21	nan	80423416	0	1205866	0	1.48	nan	2359540	0	1060791	0	82530739
MHW157-RG	92503450	0	997548	0	0	0	0	0	92503450	0	100.0	nan	91505902	0	45889511	0	45616391	0	87344780	0	95.45	nan	90227462	0	1278440	0	1.4	nan	2533848	0	1142175	0	92503450
MHW158-RG	106784498	0	1281742	0	0	0	0	0	106784498	0	100.0	nan	105502756	0	52892671	0	52610085	0	101060344	0	95.79	nan	104217652	0	1285104	0	1.22	nan	2764376	0	1223009	0	106784498
MHW159-RG	81830783	0	952664	0	0	0	0	0	81830783	0	100.0	nan	80878119	0	40535362	0	40342757	0	77687474	0	96.05	nan	79979202	0	898917	0	1.11	nan	2022348	0	922239	0	81830783
MHW160-RG	84363204	0	969439	0	0	0	0	0	84363204	0	100.0	nan	83393765	0	41819450	0	41574315	0	79614758	0	95.47	nan	82254130	0	1139635	0	1.37	nan	2303228	0	1026317	0	84363204
MHW161-RG	83687477	0	995453	0	0	0	0	0	83687477	0	100.0	nan	82692024	0	41461256	0	41230768	0	79006528	0	95.54	nan	81620498	0	1071526	0	1.3	nan	2296464	0	1038380	0	83687477
MHW162-RG	84475030	0	910486	0	0	0	0	0	84475030	0	100.0	nan	83564544	0	41895800	0	41668744	0	79940232	0	95.66	nan	82490374	0	1074170	0	1.29	nan	2247082	0	1034448	0	84475030
MHW163-RG	85623774	0	1022696	0	0	0	0	0	85623774	0	100.0	nan	84601078	0	42420236	0	42180842	0	80784110	0	95.49	nan	83476266	0	1124812	0	1.33	nan	2355818	0	1060968	0	85623774
MHW164-RG	79793724	0	953836	0	0	0	0	0	79793724	0	100.0	nan	78839888	0	39531384	0	39308504	0	75395332	0	95.63	nan	77858564	0	981324	0	1.24	nan	2170834	0	1016328	0	79793724
MHW165-RG	89618564	0	954437	0	0	0	0	0	89618564	0	100.0	nan	88664127	0	44454394	0	44209733	0	84981548	0	95.85	nan	87570110	0	1094017	0	1.23	nan	2273030	0	1057743	0	89618564
MHW166-RG	95901588	0	1146718	0	0	0	0	0	95901588	0	100.0	nan	94754870	0	47530522	0	47224348	0	90201890	0	95.19	nan	93414556	0	1340314	0	1.41	nan	2797978	0	1243760	0	95901588
MHW167-RG	86240761	0	971350	0	0	0	0	0	86240761	0	100.0	nan	85269411	0	42750188	0	42519223	0	81658540	0	95.77	nan	84209088	0	1060323	0	1.24	nan	2233120	0	1011250	0	86240761
MHW168-RG	83593348	0	922563	0	0	0	0	0	83593348	0	100.0	nan	82670785	0	41457538	0	41213247	0	79007802	0	95.57	nan	81541708	0	1129077	0	1.37	nan	2209312	0	970263	0	83593348
MHW169-RG	80989632	0	900795	0	0	0	0	0	80989632	0	100.0	nan	80088837	0	40151695	0	39937142	0	76763104	0	95.85	nan	79110664	0	978173	0	1.22	nan	2060374	0	937203	0	80989632
MHW170-RG	87769827	0	990983	0	0	0	0	0	87769827	0	100.0	nan	86778844	0	43492833	0	43286011	0	83452882	0	96.17	nan	85844400	0	934444	0	1.08	nan	2103442	0	958786	0	87769827
MHW171-RG	115080233	0	1267054	0	0	0	0	0	115080233	0	100.0	nan	113813179	0	57080140	0	56733039	0	108525978	0	95.35	nan	112174646	0	1638533	0	1.44	nan	3205658	0	1453723	0	115080233
MHW172-RG	81302099	0	982683	0	0	0	0	0	81302099	0	100.0	nan	80319416	0	40280941	0	40038475	0	76714218	0	95.51	nan	79263064	0	1056352	0	1.32	nan	2231076	0	979000	0	81302099
MHW173-RG	84282006	0	921019	0	0	0	0	0	84282006	0	100.0	nan	83360987	0	41810005	0	41550982	0	79537888	0	95.41	nan	82187480	0	1173507	0	1.41	nan	2306372	0	1045956	0	84282006
MHW174-RG	90861590	0	1007248	0	0	0	0	0	90861590	0	100.0	nan	89854342	0	45061350	0	44792992	0	85887846	0	95.59	nan	88653038	0	1201304	0	1.34	nan	2419738	0	1097154	0	90861590
MHW175-RG	79898054	0	935938	0	0	0	0	0	79898054	0	100.0	nan	78962116	0	39584250	0	39377866	0	75721086	0	95.9	nan	78036192	0	925924	0	1.17	nan	2033078	0	941511	0	79898054
MHW176-RG	80642136	0	8512431	0	0	0	0	0	80642136	0	100.0	nan	72129705	0	36264765	0	35864940	0	55137146	0	76.44	nan	70476720	0	1652985	0	2.29	nan	14400178	0	10097891	0	80642136
MHW177-RG	66344403	0	2551207	0	0	0	0	0	66344403	0	100.0	nan	63793196	0	32134587	0	31658609	0	55045178	0	86.29	nan	62292838	0	1500358	0	2.35	nan	6745998	0	4576404	0	66344403
MHW178-RG	60680414	0	1752603	0	0	0	0	0	60680414	0	100.0	nan	58927811	0	29677580	0	29250231	0	52671294	0	89.38	nan	57536464	0	1391347	0	2.36	nan	4483562	0	2879961	0	60680414
MHW179-RG	64048333	0	2289249	0	0	0	0	0	64048333	0	100.0	nan	61759084	0	31114464	0	30644620	0	53490888	0	86.61	nan	60269506	0	1489578	0	2.41	nan	6299146	0	4224637	0	64048333
MHW180-RG	69165519	0	4021169	0	0	0	0	0	69165519	0	100.0	nan	65144350	0	32835954	0	32308396	0	51635738	0	79.26	nan	63227958	0	1916392	0	2.94	nan	10878842	0	7710980	0	69165519
MHW181-RG	62097891	0	4064341	0	0	0	0	0	62097891	0	100.0	nan	58033550	0	29197731	0	28835819	0	47288378	0	81.48	nan	56694538	0	1339012	0	2.31	nan	8804168	0	6181799	0	62097891
MHW182-RG	73040055	0	1660677	0	0	0	0	0	73040055	0	100.0	nan	71379378	0	35915735	0	35463643	0	65077226	0	91.17	nan	69888918	0	1490460	0	2.09	nan	4398608	0	2696024	0	73040055
MHW183-RG	75087025	0	4260629	0	0	0	0	0	75087025	0	100.0	nan	70826396	0	35650469	0	35175927	0	57923338	0	81.78	nan	69036654	0	1789742	0	2.53	nan	10388482	0	7259111	0	75087025
MHW184-RG	73633772	0	4027865	0	0	0	0	0	73633772	0	100.0	nan	69605907	0	35065584	0	34540323	0	57172906	0	82.14	nan	67828210	0	1777697	0	2.55	nan	9973138	0	7020480	0	73633772
MHW185-RG	61564880	0	1552083	0	0	0	0	0	61564880	0	100.0	nan	60012797	0	30244355	0	29768442	0	54789758	0	91.3	nan	58796062	0	1216735	0	2.03	nan	3678564	0	2281382	0	61564880
MHW186-RG	92127486	0	1013934	0	0	0	0	0	92127486	0	100.0	nan	91113552	0	45696492	0	45417060	0	86641836	0	95.09	nan	89772010	0	1341542	0	1.47	nan	2695672	0	1215137	0	92127486
MHW187-RG	97874851	0	1130467	0	0	0	0	0	97874851	0	100.0	nan	96744384	0	48516406	0	48227978	0	92030046	0	95.13	nan	95382816	0	1361568	0	1.41	nan	2927264	0	1336126	0	97874851
MHW188-RG	93862084	0	1070164	0	0	0	0	0	93862084	0	100.0	nan	92791920	0	46536150	0	46255770	0	88275034	0	95.13	nan	91444556	0	1347364	0	1.45	nan	2755326	0	1233659	0	93862084
MHW189-RG	101384472	0	1144939	0	0	0	0	0	101384472	0	100.0	nan	100239533	0	50287436	0	49952097	0	95155278	0	94.93	nan	98695250	0	1544283	0	1.54	nan	3078952	0	1375230	0	101384472
MHW190-RG	84440486	0	1021825	0	0	0	0	0	84440486	0	100.0	nan	83418661	0	41813306	0	41605355	0	79711248	0	95.56	nan	82407338	0	1011323	0	1.21	nan	2363866	0	1132142	0	84440486
MHW191-RG	88985899	0	1028845	0	0	0	0	0	88985899	0	100.0	nan	87957054	0	44113673	0	43843381	0	83461380	0	94.89	nan	86605004	0	1352050	0	1.54	nan	2734624	0	1238751	0	88985899
MHW192-RG	69554298	0	854342	0	0	0	0	0	69554298	0	100.0	nan	68699956	0	34433323	0	34266633	0	65764716	0	95.73	nan	67911046	0	788910	0	1.15	nan	1884990	0	876216	0	69554298
MHW193-RG	89073111	0	1032194	0	0	0	0	0	89073111	0	100.0	nan	88040917	0	44139846	0	43901071	0	84027366	0	95.44	nan	86899228	0	1141689	0	1.3	nan	2517190	0	1161473	0	89073111
MHW194-RG	84047607	0	925279	0	0	0	0	0	84047607	0	100.0	nan	83122328	0	41672695	0	41449633	0	79562616	0	95.72	nan	82044758	0	1077570	0	1.3	nan	2160372	0	973984	0	84047607
MHW195-RG	89569455	0	1045201	0	0	0	0	0	89569455	0	100.0	nan	88524254	0	44386471	0	44137783	0	84437552	0	95.38	nan	87349622	0	1174632	0	1.33	nan	2533658	0	1151770	0	89569455
MHW196-RG	57107947	0	1803423	0	0	0	0	0	57107947	0	100.0	nan	55304524	0	27849342	0	27455182	0	52040048	0	94.1	nan	54329062	0	975462	0	1.76	nan	1980520	0	1133391	0	57107947
MHW197-RG	77361040	0	11056857	0	0	0	0	0	77361040	0	100.0	nan	66304183	0	33389855	0	32914328	0	54127210	0	81.63	nan	65215152	0	1089031	0	1.64	nan	10123152	0	6406765	0	77361040
MHW198-RG	70857122	0	2380939	0	0	0	0	0	70857122	0	100.0	nan	68476183	0	34447690	0	34028493	0	64861818	0	94.72	nan	67733624	0	742559	0	1.08	nan	2289278	0	1097400	0	70857122
MHW199-RG	75958900	0	5518368	0	0	0	0	0	75958900	0	100.0	nan	70440532	0	35344331	0	35096201	0	62126282	0	88.2	nan	69609486	0	831046	0	1.18	nan	6892018	0	4472563	0	75958900
MHW200-RG	79140277	0	7630241	0	0	0	0	0	79140277	0	100.0	nan	71510036	0	35949209	0	35560827	0	51662884	0	72.25	nan	69495296	0	2014740	0	2.82	nan	16782672	0	12219726	0	79140277
MHW201-RG	67709185	0	2931550	0	0	0	0	0	67709185	0	100.0	nan	64777635	0	32486289	0	32291346	0	60449746	0	93.32	nan	64176112	0	601523	0	0.93	nan	3329492	0	1960221	0	67709185
MHW202-RG	90603018	0	8972612	0	0	0	0	0	90603018	0	100.0	nan	81630406	0	40968271	0	40662135	0	72264758	0	88.53	nan	80831314	0	799092	0	0.98	nan	7697280	0	4572937	0	90603018
MHW203-RG	77761872	0	16222107	0	0	0	0	0	77761872	0	100.0	nan	61539765	0	30926211	0	30613554	0	41990838	0	68.23	nan	60282082	0	1257683	0	2.04	nan	17063856	0	11683153	0	77761872
MHW204-RG	66876327	0	6558102	0	0	0	0	0	66876327	0	100.0	nan	60318225	0	30304775	0	30013450	0	52950134	0	87.78	nan	59343080	0	975145	0	1.62	nan	5817496	0	3511387	0	66876327
MHW205-RG	59914167	0	1228175	0	0	0	0	0	59914167	0	100.0	nan	58685992	0	29469962	0	29216030	0	56554930	0	96.37	nan	58121452	0	564540	0	0.96	nan	1275864	0	661593	0	59914167
MHW206-RG	37119029	0	528256	0	0	0	0	0	37119029	0	100.0	nan	36590773	0	18383034	0	18207739	0	35423016	0	96.81	nan	36229748	0	361025	0	0.99	nan	650090	0	336266	0	37119029
MHW207-RG	58147190	0	609056	0	0	0	0	0	58147190	0	100.0	nan	57538134	0	28849831	0	28688303	0	55860534	0	97.08	nan	57087988	0	450146	0	0.78	nan	921564	0	400766	0	58147190
MHW208-RG	80260377	0	2282449	0	0	0	0	0	80260377	0	100.0	nan	77977928	0	39175710	0	38802218	0	70491042	0	90.4	nan	76570360	0	1407568	0	1.81	nan	5636874	0	3722252	0	80260377
MHW209-RG	71885017	0	3289604	0	0	0	0	0	71885017	0	100.0	nan	68595413	0	34496805	0	34098608	0	56411958	0	82.24	nan	66869926	0	1725487	0	2.52	nan	9791770	0	6931465	0	71885017
MHW210-RG	79316202	0	1420879	0	0	0	0	0	79316202	0	100.0	nan	77895323	0	39191817	0	38703506	0	71508212	0	91.8	nan	76340714	0	1554609	0	2.0	nan	4413058	0	2702768	0	79316202
MHW211-RG	74333486	0	2587879	0	0	0	0	0	74333486	0	100.0	nan	71745607	0	36190270	0	35555337	0	61045002	0	85.09	nan	69802088	0	1943519	0	2.71	nan	8157164	0	5577247	0	74333486
MHW212-RG	71125341	0	4580330	0	0	0	0	0	71125341	0	100.0	nan	66545011	0	33496572	0	33048439	0	52363040	0	78.69	nan	64718398	0	1826613	0	2.74	nan	11610898	0	8322090	0	71125341
MHW213-RG	77534729	0	3405545	0	0	0	0	0	77534729	0	100.0	nan	74129184	0	37310857	0	36818327	0	63631232	0	85.84	nan	72455506	0	1673678	0	2.26	nan	8239724	0	5722601	0	77534729
MHW214-RG	76859815	0	1026673	0	0	0	0	0	76859815	0	100.0	nan	75833142	0	38095313	0	37737829	0	71593484	0	94.41	nan	74546856	0	1286286	0	1.7	nan	2600380	0	1248457	0	76859815
MHW215-RG	92775594	0	1789585	0	0	0	0	0	92775594	0	100.0	nan	90986009	0	45724214	0	45261795	0	82981802	0	91.2	nan	89035600	0	1950409	0	2.14	nan	5521470	0	3323370	0	92775594
MHW216-RG	75442919	0	2675788	0	0	0	0	0	75442919	0	100.0	nan	72767131	0	36601237	0	36165894	0	61405302	0	84.39	nan	70949244	0	1817887	0	2.5	nan	8900268	0	6161483	0	75442919
MHW217-RG	93624235	0	3235518	0	0	0	0	0	93624235	0	100.0	nan	90388717	0	45476169	0	44912548	0	75463488	0	83.49	nan	88018730	0	2369987	0	2.62	nan	11735304	0	8269604	0	93624235
MHW218-RG	72965761	0	1363146	0	0	0	0	0	72965761	0	100.0	nan	71602615	0	35997003	0	35605612	0	65657872	0	91.7	nan	70204850	0	1397765	0	1.95	nan	4145102	0	2512806	0	72965761
MHW219-RG	93084211	0	979907	0	0	0	0	0	93084211	0	100.0	nan	92104304	0	46214104	0	45890200	0	87543826	0	95.05	nan	90620804	0	1483500	0	1.61	nan	2647990	0	1182074	0	93084211
MHW220-RG	92217874	0	986757	0	0	0	0	0	92217874	0	100.0	nan	91231117	0	45753792	0	45477325	0	87149090	0	95.53	nan	89952460	0	1278657	0	1.4	nan	2434296	0	1106766	0	92217874
MHW221-RG	84914834	0	959923	0	0	0	0	0	84914834	0	100.0	nan	83954911	0	42104893	0	41850018	0	79969198	0	95.25	nan	82725084	0	1229827	0	1.46	nan	2379924	0	1083358	0	84914834
MHW222-RG	94120700	0	1081721	0	0	0	0	0	94120700	0	100.0	nan	93038979	0	46657166	0	46381813	0	88515682	0	95.14	nan	91666522	0	1372457	0	1.48	nan	2731668	0	1239689	0	94120700
MHW223-RG	77366260	0	937478	0	0	0	0	0	77366260	0	100.0	nan	76428782	0	38329087	0	38099695	0	72574620	0	94.96	nan	75266652	0	1162130	0	1.52	nan	2340516	0	1039604	0	77366260
MHW224-RG	94778652	0	1130889	0	0	0	0	0	94778652	0	100.0	nan	93647763	0	46977761	0	46670002	0	88694776	0	94.71	nan	92136840	0	1510923	0	1.61	nan	2993186	0	1332647	0	94778652
MHW225-RG	108127843	0	1085760	0	0	0	0	0	108127843	0	100.0	nan	107042083	0	53696999	0	53345084	0	102130332	0	95.41	nan	105421782	0	1620301	0	1.51	nan	2849426	0	1201301	0	108127843
MHW226-RG	105795322	0	1134112	0	0	0	0	0	105795322	0	100.0	nan	104661210	0	52516989	0	52144221	0	99379890	0	94.95	nan	103004898	0	1656312	0	1.58	nan	3138188	0	1404068	0	105795322
MHW227-RG	107560771	0	1263041	0	0	0	0	0	107560771	0	100.0	nan	106297730	0	53315383	0	52982347	0	101198504	0	95.2	nan	104777424	0	1520306	0	1.43	nan	3103490	0	1396285	0	107560771
MHW228-RG	106113087	0	1179584	0	0	0	0	0	106113087	0	100.0	nan	104933503	0	52626685	0	52306818	0	100322222	0	95.61	nan	103525912	0	1407591	0	1.34	nan	2789688	0	1270623	0	106113087
MHW229-RG	101968447	0	1184687	0	0	0	0	0	101968447	0	100.0	nan	100783760	0	50535306	0	50248454	0	96243840	0	95.5	nan	99449604	0	1334156	0	1.32	nan	2798840	0	1326514	0	101968447
MHW230-RG	103171535	0	1192867	0	0	0	0	0	103171535	0	100.0	nan	101978668	0	51149707	0	50828961	0	96930102	0	95.05	nan	100455992	0	1522676	0	1.49	nan	3071302	0	1421005	0	103171535
MHW231-RG	88940104	0	1037369	0	0	0	0	0	88940104	0	100.0	nan	87902735	0	44072504	0	43830231	0	84035064	0	95.6	nan	86783802	0	1118933	0	1.27	nan	2395916	0	1091209	0	88940104
MHW232-RG	99102129	0	1079157	0	0	0	0	0	99102129	0	100.0	nan	98022972	0	49150465	0	48872507	0	93741236	0	95.63	nan	96737118	0	1285854	0	1.31	nan	2611504	0	1194756	0	99102129
MHW233-RG	91715093	0	1070614	0	0	0	0	0	91715093	0	100.0	nan	90644479	0	45450381	0	45194098	0	86334800	0	95.25	nan	89372094	0	1272385	0	1.4	nan	2657768	0	1193267	0	91715093
MHW234-RG	102078072	0	1194049	0	0	0	0	0	102078072	0	100.0	nan	100884023	0	50600689	0	50283334	0	96182812	0	95.34	nan	99458518	0	1425505	0	1.41	nan	2856252	0	1326303	0	102078072
MHW235-RG	89007204	0	1100298	0	0	0	0	0	89007204	0	100.0	nan	87906906	0	44095050	0	43811856	0	83366078	0	94.83	nan	86551054	0	1355852	0	1.54	nan	2785562	0	1294031	0	89007204
MHW236-RG	100490245	0	1319871	0	0	0	0	0	100490245	0	100.0	nan	99170374	0	49724449	0	49445925	0	94289258	0	95.08	nan	97874614	0	1295760	0	1.31	nan	3158056	0	1515821	0	100490245
MHW237-RG	92286545	0	1042479	0	0	0	0	0	92286545	0	100.0	nan	91244066	0	45754443	0	45489623	0	86964358	0	95.31	nan	89964314	0	1279752	0	1.4	nan	2629028	0	1195552	0	92286545
MHW238-RG	93541301	0	1165514	0	0	0	0	0	93541301	0	100.0	nan	92375787	0	46329410	0	46046377	0	87562488	0	94.79	nan	90990540	0	1385247	0	1.5	nan	3017642	0	1423920	0	93541301
MHW239-RG	67877871	0	865786	0	0	0	0	0	67877871	0	100.0	nan	67012085	0	33603588	0	33408497	0	63693716	0	95.05	nan	66068786	0	943299	0	1.41	nan	2067442	0	929114	0	67877871
MHW240-RG	90020755	0	973569	0	0	0	0	0	90020755	0	100.0	nan	89047186	0	44675492	0	44371694	0	84602112	0	95.01	nan	87636932	0	1410254	0	1.58	nan	2618370	0	1149671	0	90020755
MHW241-RG	88862460	0	1006289	0	0	0	0	0	88862460	0	100.0	nan	87856171	0	44060489	0	43795682	0	83606408	0	95.16	nan	86566134	0	1290037	0	1.47	nan	2565202	0	1160496	0	88862460
MHW258-RG	82298174	0	929948	0	0	0	0	0	82298174	0	100.0	nan	81368226	0	40791622	0	40576604	0	77929346	0	95.77	nan	80347392	0	1020834	0	1.25	nan	2140196	0	971595	0	82298174
MHW260-RG	89763701	0	1059932	0	0	0	0	0	89763701	0	100.0	nan	88703769	0	44474996	0	44228773	0	84462344	0	95.22	nan	87418580	0	1285189	0	1.45	nan	2588234	0	1134219	0	89763701
MHW263-RG	80914019	0	887936	0	0	0	0	0	80914019	0	100.0	nan	80026083	0	40123664	0	39902419	0	76676926	0	95.81	nan	79019616	0	1006467	0	1.26	nan	2071932	0	931861	0	80914019
MHW265-RG	81929181	0	1091633	0	0	0	0	0	81929181	0	100.0	nan	80837548	0	40525475	0	40312073	0	77065236	0	95.33	nan	79853552	0	983996	0	1.22	nan	2472934	0	1180122	0	81929181
MHW267-RG	79326161	0	964047	0	0	0	0	0	79326161	0	100.0	nan	78362114	0	39295566	0	39066548	0	74617652	0	95.22	nan	77262112	0	1100002	0	1.4	nan	2319510	0	1048446	0	79326161
MHW268-RG	97999437	0	1118277	0	0	0	0	0	97999437	0	100.0	nan	96881160	0	48586526	0	48294634	0	92279422	0	95.25	nan	95550372	0	1330788	0	1.37	nan	2884240	0	1345102	0	97999437
MHW269-RG	77322749	0	971448	0	0	0	0	0	77322749	0	100.0	nan	76351301	0	38274298	0	38077003	0	72919674	0	95.51	nan	75394564	0	956737	0	1.25	nan	2181502	0	1031269	0	77322749
MHW270-RG	77726318	0	912199	0	0	0	0	0	77726318	0	100.0	nan	76814119	0	38509827	0	38304292	0	73523972	0	95.72	nan	75844450	0	969669	0	1.26	nan	2063204	0	918037	0	77726318
MHW271-RG	67985816	0	785923	0	0	0	0	0	67985816	0	100.0	nan	67199893	0	33686130	0	33513763	0	64565192	0	96.08	nan	66452230	0	747663	0	1.11	nan	1657534	0	741965	0	67985816
MHW272-RG	77284592	0	977777	0	0	0	0	0	77284592	0	100.0	nan	76306815	0	38249037	0	38057778	0	72877722	0	95.51	nan	75426488	0	880327	0	1.15	nan	2259376	0	1094010	0	77284592
MHW273-RG	88419821	0	940440	0	0	0	0	0	88419821	0	100.0	nan	87479381	0	43886574	0	43592807	0	83239220	0	95.15	nan	86200624	0	1278757	0	1.46	nan	2593528	0	1208934	0	88419821
MHW274-RG	88991611	0	957340	0	0	0	0	0	88991611	0	100.0	nan	88034271	0	44154820	0	43879451	0	84146322	0	95.58	nan	86869602	0	1164669	0	1.32	nan	2386418	0	1070378	0	88991611
