Sample	Top over-represented sequence	Sum of remaining over-represented sequences
19_R1_001	0.8052633132880744	0.23862932178100138
19_R2_001	1.2340442482204343	0.2412960719610211
1_R1_001	0.345160639689752	0.11541895523450507
1_R2_001	0.7649728594669772	0.10038701483118517
20-G_R1_001	0.17201842648381785	0.0
20-G_R2_001	0.6895879454029439	0.10129768264988948
20-S_R1_001	0.1042591391198081	0.10288317919162356
20-S_R2_001	0.7689745175842247	0.0
20_R1_001	1.8568182361916559	0.4441795476722443
20_R2_001	2.4982515496809587	0.29235877852134173
21_R1_001	0.5620282772793104	0.6839160736306857
21_R2_001	0.9470248001878963	0.5074531098250699
28_R1_001	0.9679168296497318	0.13872108254220117
28_R2_001	1.400896667315968	0.0
29_R1_001	0.4807285444854075	0.6701149667099273
29_R2_001	0.8877564717095985	0.1917763401411725
2_R1_001	0.3514592555450242	0.0
2_R2_001	0.7913468061251063	0.681898879457818
30_R1_001	0.37129671514918194	0.39798914353465564
30_R2_001	0.7512558787555366	0.13583927894584846
31_R1_001	0.25643543180172734	0.22116911775262388
31_R2_001	0.7212345124163878	1.3328626249801934
37_R1_001	0.556225606099892	0.34672667250859335
37_R2_001	0.8981411361494555	0.4345392039554691
38_R1_001	2.812121254364432	1.0030182302150505
38_R2_001	3.7140889169848106	0.5341135378845414
39_R1_001	0.6839829547727675	0.45054384212542387
39_R2_001	1.0496830488667719	0.40812749394975745
3_R1_001	0.5301474074996934	0.5240581440156687
3_R2_001	1.0140048231216239	0.5619313347414454
40_R1_001	3.7675915538409592	1.5343498688082438
40_R2_001	5.055295538104528	0.791397481560927
41_R1_001	6.128702370174476	1.6165537573370559
41_R2_001	7.928565800182538	0.7412041510763121
47_R1_001	0.63388880347645	0.2840199686511844
47_R2_001	1.0503811337323177	0.25095836163330154
48_R1_001	2.07015019963399	0.9696324395404621
48_R2_001	2.9193815957910574	1.2663572650971733
49_R1_001	0.45110801854087335	0.246342065821489
49_R2_001	0.8012242213716001	0.15394023315951677
4_R1_001	0.4189463794669711	0.23963838403368565
4_R2_001	0.9525545443106348	0.3835134853116292
50_R1_001	0.34984857528993285	0.1263412472336124
50_R2_001	0.6759177532735476	0.24308414981738324
57-G_R1_001	0.1689114718897252	0.0
57-G_R2_001	0.5942260630228238	0.11114962669181605
57-S_R1_001	3.1937559586696738	5.338619246106874
57-S_R2_001	8.21808499748953	1.4941352360031264
57_R1_001	0.45899222492580566	0.11110913279751883
57_R2_001	0.791077309443889	0.10814669201992888
58-G_R1_001	0.2041994622142248	0.12165124986908982
58-G_R2_001	0.7573170283867651	0.22430522402980257
58-S_R1_001	0.921042248932195	1.3971381808370371
58-S_R2_001	2.460253218687478	0.31838151819213856
58_R1_001	0.9857296695062103	0.3720578443615319
58_R2_001	1.4421437476671592	0.33479831046166875
59_R1_001	0.9192412090985125	0.11741726487043058
59_R2_001	1.4372016464072712	0.2763645801798289
5_R1_001	0.5921371535328733	0.8327771144650241
5_R2_001	1.1267648905011873	0.7661463108632958
60_R1_001	0.6168791582338313	0.387887210995953
60_R2_001	0.9707149407239789	0.3190366690587697
67_R1_001	1.2989136987931889	0.11166418930417898
67_R2_001	1.891329767410518	0.25478328451517074
68_R1_001	0.3356339967401645	0.15555562909511245
68_R2_001	0.6693067583869323	0.26021647752833377
69_R1_001	0.22477436755261163	0.44344998585941164
69_R2_001	1.0186045891527928	0.17169539272115686
70_R1_001	0.585066628455677	1.0807915782352393
70_R2_001	2.063556568773191	0.20357661649255743
78_R1_001	0.4695296270472851	1.496031313780603
78_R2_001	1.709633735956209	0.8934005202822011
79_R1_001	0.21155875766127255	0.5062037493255364
79_R2_001	0.7200631459590119	0.8439028039524452
80_R1_001	0.30104369266711634	0.8781355753623892
80_R2_001	0.7255335936777437	0.32447401202887394
83_R1_001	0.2685618832700529	0.5472442773070674
83_R2_001	0.8117181022303226	0.7868938660948941
88_R1_001	0.5966091859025661	2.421026876548157
88_R2_001	2.260493182656911	1.2012403493479562
90_R1_001	0.5307863984570632	1.7190399752248284
90_R2_001	1.9059035572645349	1.1694283393800458
91_R1_001	0.20355597384253132	0.6727853155981982
91_R2_001	0.9862025393547229	0.3085815901055131
97_R1_001	0.351840463268462	2.9437732203680596
97_R2_001	1.4556410348569297	1.9945674619703593
98_R1_001	0.7760253058450436	2.1757453394374284
98_R2_001	3.1140875431525274	1.2909816005754347
99_R1_001	0.3403429363991607	1.1539541804931166
99_R2_001	1.501199937309786	0.35970175059330955
RESUB-116_R1_001	0.15419068270683198	0.5756347964454812
RESUB-116_R2_001	0.7300505294088486	0.23542757392010105
RESUB-156_R1_001	0.14614765246539038	0.13725798032900086
RESUB-156_R2_001	0.635632594839398	0.2638411413786048
RESUB-36_R1_001	0.28431279929851544	0.4129404736085072
RESUB-36_R2_001	0.9919779016404786	0.6734424501928684
RESUB-76_R1_001	0.6859966549668459	0.6054743192179548
RESUB-76_R2_001	1.8810740094482328	0.10604443865155688
RESUB-94_R1_001	0.14441209173734432	0.47605916077300864
RESUB-94_R2_001	0.7053080419276913	0.278218846675528
