Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
59_R2_001	59_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18709344.0	2.8 Gbp	0.0	150.0	49.0	28.477163295783026	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	warn
5_R1_001	5_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19920216.0	2.9 Gbp	0.0	150.0	47.0	29.777183945094944	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
5_R2_001	5_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19920216.0	2.9 Gbp	0.0	150.0	49.0	27.45888964079889	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
60_R1_001	60_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20463165.0	3 Gbp	0.0	150.0	47.0	34.0935419927271	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
60_R2_001	60_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20463165.0	3 Gbp	0.0	150.0	49.0	32.5388247903939	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	fail	warn	fail
67_R1_001	67_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20642249.0	3 Gbp	0.0	150.0	49.0	35.903499214887056	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
67_R2_001	67_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20642249.0	3 Gbp	0.0	150.0	50.0	34.36890412885242	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
68_R1_001	68_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20548276.0	3 Gbp	0.0	150.0	47.0	34.37323141455762	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
68_R2_001	68_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20548276.0	3 Gbp	0.0	150.0	48.0	33.33742782279379	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
69_R1_001	69_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17626565.0	2.6 Gbp	0.0	150.0	47.0	33.47577388430358	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
69_R2_001	69_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17626565.0	2.6 Gbp	0.0	150.0	49.0	31.404165538135302	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
70_R1_001	70_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15325434.0	2.2 Gbp	0.0	150.0	46.0	33.66333938995435	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
70_R2_001	70_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15325434.0	2.2 Gbp	0.0	150.0	48.0	31.847157112828995	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
78_R1_001	78_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18296609.0	2.7 Gbp	0.0	150.0	47.0	28.365131506527717	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
78_R2_001	78_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18296609.0	2.7 Gbp	0.0	150.0	49.0	26.30479537067027	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
79_R1_001	79_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18994723.0	2.8 Gbp	0.0	150.0	49.0	30.06420380380861	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
79_R2_001	79_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18994723.0	2.8 Gbp	0.0	150.0	50.0	27.713940869648685	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
80_R1_001	80_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14758655.0	2.2 Gbp	0.0	150.0	46.0	32.60896654290664	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
80_R2_001	80_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14758655.0	2.2 Gbp	0.0	150.0	48.0	31.197994312635522	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
83_R1_001	83_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16560429.0	2.4 Gbp	0.0	150.0	47.0	27.86818730796324	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
83_R2_001	83_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16560429.0	2.4 Gbp	0.0	150.0	48.0	26.106912634661946	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
88_R1_001	88_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20182056.0	3 Gbp	0.0	150.0	48.0	22.916768181398904	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
88_R2_001	88_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20182056.0	3 Gbp	0.0	150.0	49.0	21.15647365530696	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
90_R1_001	90_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18289278.0	2.7 Gbp	0.0	150.0	46.0	26.6124058567837	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
90_R2_001	90_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18289278.0	2.7 Gbp	0.0	150.0	47.0	24.371693398941023	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
91_R1_001	91_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20245537.0	3 Gbp	0.0	150.0	48.0	31.15219578088768	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
91_R2_001	91_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20245537.0	3 Gbp	0.0	150.0	50.0	29.61097116920835	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
92_R1_001	92_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15255686.0	2.2 Gbp	0.0	150.0	49.0	24.882076151484487	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
92_R2_001	92_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15255686.0	2.2 Gbp	0.0	150.0	50.0	23.570194036893337	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
97_R1_001	97_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18140324.0	2.7 Gbp	0.0	150.0	44.0	24.763085678030937	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
97_R2_001	97_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18140324.0	2.7 Gbp	0.0	150.0	46.0	23.412858175469673	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
98_R1_001	98_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22320535.0	3.3 Gbp	0.0	150.0	47.0	24.87384200841601	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
98_R2_001	98_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22320535.0	3.3 Gbp	0.0	150.0	49.0	22.966552431006022	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
99_R1_001	99_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16819212.0	2.5 Gbp	0.0	150.0	49.0	31.8946706889711	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
99_R2_001	99_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16819212.0	2.5 Gbp	0.0	150.0	50.0	29.849009394763844	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	fail	fail
RESUB-116_R1_001	RESUB-116_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15996427.0	2.3 Gbp	0.0	150.0	49.0	36.06967502492775	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
RESUB-116_R2_001	RESUB-116_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15996427.0	2.3 Gbp	0.0	150.0	50.0	34.50135727848768	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
RESUB-156_R1_001	RESUB-156_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16637284.0	2.4 Gbp	0.0	150.0	50.0	36.102187906975196	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
RESUB-156_R2_001	RESUB-156_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16637284.0	2.4 Gbp	0.0	150.0	51.0	34.127911894781775	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
RESUB-36_R1_001	RESUB-36_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15030980.0	2.2 Gbp	0.0	150.0	49.0	31.235224951045716	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
RESUB-36_R2_001	RESUB-36_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15030980.0	2.2 Gbp	0.0	150.0	50.0	28.622769519058934	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
RESUB-76_R1_001	RESUB-76_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14838119.0	2.2 Gbp	0.0	150.0	48.0	33.40765639470859	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
RESUB-76_R2_001	RESUB-76_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14838119.0	2.2 Gbp	0.0	150.0	50.0	31.17137239148156	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
RESUB-94_R1_001	RESUB-94_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16934870.0	2.5 Gbp	0.0	150.0	49.0	36.5816766486947	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
RESUB-94_R2_001	RESUB-94_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16934870.0	2.5 Gbp	0.0	150.0	50.0	34.550431163735205	150.0	150	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
