Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
11.flexbar_trim.R_1	11.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20092050.0	2.8 Gbp	0.0	18-150	48.0	29.29404224110621	144.23826573196862	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
11.flexbar_trim.R_2	11.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20092050.0	2.9 Gbp	0.0	18-150	50.0	27.14062385880859	144.39131347970962	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
110.flexbar_trim.R_1	110.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19839132.0	2.8 Gbp	0.0	18-150	50.0	29.66741963911414	143.7819988797897	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
110.flexbar_trim.R_2	110.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19839132.0	2.8 Gbp	0.0	18-150	51.0	27.310968965304404	143.9533867711551	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
117.flexbar_trim.R_1	117.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20711389.0	2.9 Gbp	0.0	18-150	48.0	31.99259966521713	140.60322487303966	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
117.flexbar_trim.R_2	117.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20711389.0	2.9 Gbp	0.0	18-150	50.0	30.19051273246286	140.81705577544798	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
118.flexbar_trim.R_1	118.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19651360.0	2.8 Gbp	0.0	18-150	50.0	32.9767533217119	144.1213838635087	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
118.flexbar_trim.R_2	118.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19651360.0	2.8 Gbp	0.0	18-150	51.0	30.446084756477816	144.25818106227763	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
119.flexbar_trim.R_1	119.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20841898.0	3 Gbp	0.0	18-150	50.0	29.747622969315046	144.33061302766188	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
119.flexbar_trim.R_2	119.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20841898.0	3 Gbp	0.0	18-150	52.0	26.84761506450991	144.45329053044978	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
12.flexbar_trim.R_1	12.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19227757.0	2.7 Gbp	0.0	18-150	48.0	29.871361886875363	143.56939808423832	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
12.flexbar_trim.R_2	12.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19227757.0	2.7 Gbp	0.0	18-150	49.0	28.045450667186728	143.781358480867	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
120.flexbar_trim.R_1	120.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19281766.0	2.7 Gbp	0.0	18-150	48.0	34.400131930959425	143.3999085457214	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
120.flexbar_trim.R_2	120.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19281766.0	2.7 Gbp	0.0	18-150	50.0	32.45010706415731	143.57253832454973	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
121.flexbar_trim.R_1	121.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19933243.0	2.8 Gbp	0.0	18-150	48.0	28.206868787910437	143.64566889592427	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
121.flexbar_trim.R_2	121.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19933243.0	2.8 Gbp	0.0	18-150	49.0	25.961939671436863	143.7894989791676	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
127.flexbar_trim.R_1	127.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21818830.0	3.1 Gbp	0.0	18-150	49.0	32.32782813847315	143.8862533875556	150	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
127.flexbar_trim.R_2	127.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21818830.0	3.1 Gbp	0.0	18-150	50.0	30.02543267516517	144.05972730893453	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
128.flexbar_trim.R_1	128.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9343373.0	1.3 Gbp	0.0	18-150	46.0	37.46201861985558	144.5826768341583	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
128.flexbar_trim.R_2	128.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9343373.0	1.3 Gbp	0.0	18-150	48.0	35.84044485480434	144.69765115874108	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
129.flexbar_trim.R_1	129.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8824155.0	1.1 Gbp	0.0	18-150	56.0	32.514230761689156	131.98988175071722	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
129.flexbar_trim.R_2	129.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8824155.0	1.1 Gbp	0.0	18-150	62.0	30.780432353626903	132.48061655761938	150	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	fail
13.flexbar_trim.R_1	13.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17283375.0	2.4 Gbp	0.0	18-150	47.0	30.73903201116065	144.2408528426884	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
13.flexbar_trim.R_2	13.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17283375.0	2.4 Gbp	0.0	18-150	49.0	29.279121229253324	144.35240142622607	150	pass	pass	fail	pass	warn	pass	pass	warn	fail	fail	pass
131.flexbar_trim.R_1	131.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8424948.0	1.1 Gbp	0.0	18-150	47.0	45.656543644934004	140.89477584906163	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
131.flexbar_trim.R_2	131.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8424948.0	1.1 Gbp	0.0	18-150	49.0	43.33104814708933	141.1223263336462	150	pass	pass	warn	pass	warn	pass	pass	warn	fail	fail	pass
137.flexbar_trim.R_1	137.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7728199.0	1.1 Gbp	0.0	18-150	48.0	38.90567432970381	143.5059353414683	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
137.flexbar_trim.R_2	137.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7728199.0	1.1 Gbp	0.0	18-150	50.0	35.72392697481412	143.66160783385624	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
138.flexbar_trim.R_1	138.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7914394.0	1.1 Gbp	0.0	18-150	47.0	33.931963896920294	144.86882381645393	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
138.flexbar_trim.R_2	138.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7914394.0	1.1 Gbp	0.0	18-150	49.0	31.413859000301674	144.97578197395782	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
139.flexbar_trim.R_1	139.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9025836.0	1.2 Gbp	0.0	18-150	47.0	37.0338354253236	143.71876267195637	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
139.flexbar_trim.R_2	139.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9025836.0	1.2 Gbp	0.0	18-150	49.0	34.68286886615779	143.88569036707514	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
140.flexbar_trim.R_1	140.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8847132.0	1.2 Gbp	0.0	18-150	46.0	39.83536703297053	144.48128342608655	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
140.flexbar_trim.R_2	140.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8847132.0	1.2 Gbp	0.0	18-150	49.0	37.82155287918419	144.6329240933672	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
147.flexbar_trim.R_1	147.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8149461.0	1.1 Gbp	0.0	18-150	45.0	39.39338575301102	142.32908299088737	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
147.flexbar_trim.R_2	147.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8149461.0	1.1 Gbp	0.0	18-150	47.0	36.759378083138	142.60707892215203	150	pass	pass	warn	pass	warn	pass	pass	warn	fail	fail	pass
148.flexbar_trim.R_1	148.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23084741.0	3.2 Gbp	0.0	18-150	47.0	30.409269684085743	140.36883779636082	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
148.flexbar_trim.R_2	148.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23084741.0	3.2 Gbp	0.0	18-150	48.0	28.489959390860918	140.61525134719943	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
149.flexbar_trim.R_1	149.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89957700.0	12.3 Gbp	0.0	18-150	51.0	14.544752461654053	136.79692834521114	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	warn
149.flexbar_trim.R_2	149.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89957700.0	12.3 Gbp	0.0	18-150	53.0	11.529507144051546	137.2021245985613	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	warn
150.flexbar_trim.R_1	150.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25502427.0	3.4 Gbp	0.0	18-150	46.0	27.37582157771341	136.7215051728214	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
150.flexbar_trim.R_2	150.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25502427.0	3.4 Gbp	0.0	18-150	47.0	25.407832124000723	137.04662093533295	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
18.flexbar_trim.R_1	18.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16557161.0	2.3 Gbp	0.0	18-150	47.0	29.85372931560074	144.13297176973757	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
18.flexbar_trim.R_2	18.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16557161.0	2.3 Gbp	0.0	18-150	49.0	28.650117362988762	144.29660809603772	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
19-G.flexbar_trim.R_1	19-G.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21250812.0	3 Gbp	0.0	18-150	47.0	54.85418891191932	143.47334243039748	150	pass	pass	fail	pass	warn	pass	pass	warn	warn	warn	pass
19-G.flexbar_trim.R_2	19-G.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21250812.0	3 Gbp	0.0	18-150	48.0	51.81905990795562	143.67767405781953	150	pass	pass	fail	pass	fail	warn	pass	warn	warn	warn	pass
19-S.flexbar_trim.R_1	19-S.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22425158.0	3.1 Gbp	0.0	18-150	50.0	54.39566749829354	142.31751985872296	150	pass	pass	warn	pass	warn	warn	pass	warn	warn	warn	pass
19-S.flexbar_trim.R_2	19-S.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22425158.0	3.1 Gbp	0.0	18-150	51.0	50.5853994858561	142.5556512021008	150	pass	pass	warn	pass	warn	warn	pass	warn	warn	warn	pass
19.flexbar_trim.R_1	19.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16644478.0	2.4 Gbp	0.0	18-150	46.0	30.210218590844157	145.14055268059474	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
19.flexbar_trim.R_2	19.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16644478.0	2.4 Gbp	0.0	18-150	48.0	28.224349037358536	145.22950999124154	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
2.flexbar_trim.R_1	2.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18269876.0	2.6 Gbp	0.0	18-150	50.0	31.012525404952196	143.21962010032252	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
2.flexbar_trim.R_2	2.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18269876.0	2.6 Gbp	0.0	18-150	52.0	27.888675813848185	143.43152361844164	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
20-G.flexbar_trim.R_1	20-G.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22360696.0	3.2 Gbp	0.0	18-150	47.0	55.65639833501565	143.48092054021933	150	pass	pass	fail	pass	warn	warn	pass	warn	warn	warn	pass
20-G.flexbar_trim.R_2	20-G.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22360696.0	3.2 Gbp	0.0	18-150	49.0	52.328981048280696	143.67460337549423	150	pass	pass	fail	pass	fail	warn	pass	warn	warn	warn	pass
20-S.flexbar_trim.R_1	20-S.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15323188.0	2.2 Gbp	0.0	18-150	48.0	57.67936289743258	144.03691268422733	150	pass	pass	fail	pass	warn	warn	pass	warn	warn	warn	pass
20-S.flexbar_trim.R_2	20-S.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15323188.0	2.2 Gbp	0.0	18-150	49.0	54.76155295161483	144.1764958440763	150	pass	pass	fail	pass	warn	warn	pass	warn	warn	warn	pass
20.flexbar_trim.R_1	20.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16033456.0	2.3 Gbp	0.0	18-150	47.0	29.029546059952025	144.2311985014335	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
20.flexbar_trim.R_2	20.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16033456.0	2.3 Gbp	0.0	18-150	50.0	27.636296582210367	144.36162359506272	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
21.flexbar_trim.R_1	21.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16202198.0	2.3 Gbp	0.0	18-150	47.0	30.652180698021624	145.1850029853974	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
21.flexbar_trim.R_2	21.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16202198.0	2.3 Gbp	0.0	18-150	49.0	29.361736152027934	145.29039479705162	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
28.flexbar_trim.R_1	28.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17689320.0	2.5 Gbp	0.0	18-150	48.0	30.091123949415728	144.24768543957597	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
28.flexbar_trim.R_2	28.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17689320.0	2.5 Gbp	0.0	18-150	50.0	28.21971289041646	144.38963114466807	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
29.flexbar_trim.R_1	29.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17546117.0	2.5 Gbp	0.0	18-150	48.0	30.191720142908547	144.2753377285698	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
29.flexbar_trim.R_2	29.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17546117.0	2.5 Gbp	0.0	18-150	50.0	29.21421056064076	144.40124450327102	150	pass	pass	warn	pass	warn	pass	pass	warn	fail	warn	pass
3.flexbar_trim.R_1	3.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19136269.0	2.7 Gbp	0.0	18-150	49.0	29.24777908852804	141.2184621777631	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3.flexbar_trim.R_2	3.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19136269.0	2.7 Gbp	0.0	18-150	50.0	27.527242838855088	141.4441239303231	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
30.flexbar_trim.R_1	30.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18428262.0	2.6 Gbp	0.0	18-150	47.0	32.79802669016129	144.4164326511095	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
30.flexbar_trim.R_2	30.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18428262.0	2.6 Gbp	0.0	18-150	49.0	31.019000058680962	144.56306357050926	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
31.flexbar_trim.R_1	31.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17724988.0	2.6 Gbp	0.0	18-150	49.0	33.13163877914054	146.8960207476586	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
31.flexbar_trim.R_2	31.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17724988.0	2.6 Gbp	0.0	18-150	51.0	30.61537634848477	146.94839658001462	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
37.flexbar_trim.R_1	37.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15243144.0	2.1 Gbp	0.0	18-150	44.0	31.25634849212937	142.06957317991618	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
37.flexbar_trim.R_2	37.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15243144.0	2.1 Gbp	0.0	18-150	46.0	29.487440525820652	142.31058717282997	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
38.flexbar_trim.R_1	38.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17036199.0	2.3 Gbp	0.0	18-150	46.0	29.659715641908075	140.1865694924085	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
38.flexbar_trim.R_2	38.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17036199.0	2.3 Gbp	0.0	18-150	48.0	27.79982348414392	140.43598193470268	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
39.flexbar_trim.R_1	39.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16828103.0	2.4 Gbp	0.0	18-150	45.0	28.481733428964738	142.94610717559786	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
39.flexbar_trim.R_2	39.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16828103.0	2.4 Gbp	0.0	18-150	46.0	26.65865418294923	143.12771510847062	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
4.flexbar_trim.R_1	4.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19447157.0	2.8 Gbp	0.0	18-150	48.0	29.211830075347496	147.2845932698543	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
4.flexbar_trim.R_2	4.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19447157.0	2.8 Gbp	0.0	18-150	51.0	27.603799694485957	147.34659780861543	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
40.flexbar_trim.R_1	40.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15520211.0	2.1 Gbp	0.0	18-150	45.0	27.00520326646651	140.8827361303271	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	warn
40.flexbar_trim.R_2	40.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15520211.0	2.1 Gbp	0.0	18-150	48.0	25.53126180749674	141.12603469115209	150	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	warn
41.flexbar_trim.R_1	41.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15181149.0	2.1 Gbp	0.0	18-150	46.0	27.32783671282844	140.75997462379166	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	warn
41.flexbar_trim.R_2	41.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15181149.0	2.1 Gbp	0.0	18-150	49.0	26.2684810186865	141.0052021095373	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	warn
47.flexbar_trim.R_1	47.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17272203.0	2.4 Gbp	0.0	18-150	46.0	30.829925181674835	141.9890324934231	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
47.flexbar_trim.R_2	47.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17272203.0	2.4 Gbp	0.0	18-150	48.0	28.969351002495152	142.20673078008636	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
48.flexbar_trim.R_1	48.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18761830.0	2.6 Gbp	0.0	18-150	45.0	24.561464678423985	140.40933352450162	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
48.flexbar_trim.R_2	48.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18761830.0	2.6 Gbp	0.0	18-150	47.0	22.65827021930183	140.70439749214228	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
49.flexbar_trim.R_1	49.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18706798.0	2.6 Gbp	0.0	18-150	45.0	33.004082720620765	143.36528656587836	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
49.flexbar_trim.R_2	49.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18706798.0	2.6 Gbp	0.0	18-150	47.0	32.095470394763744	143.54340074661627	150	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
